Percent Bachelors,County,State,Year
19.2,Passaic County,New Jersey,2016
12.8,Salem County,New Jersey,2016
27.9,Somerset County,New Jersey,2016
23.9,Sussex County,New Jersey,2016
21.6,Union County,New Jersey,2016
21.3,Warren County,New Jersey,2016
18.7,Bernalillo County,New Mexico,2016
15.9,Chaves County,New Mexico,2016
15.8,Do?a Ana County,New Mexico,2016
10.2,Lea County,New Mexico,2016
5.2,McKinley County,New Mexico,2016
10.5,Otero County,New Mexico,2016
18.5,Sandoval County,New Mexico,2016
9.1,San Juan County,New Mexico,2016
21.8,Santa Fe County,New Mexico,2016
11.4,Valencia County,New Mexico,2016
22.1,Albany County,New York,2016
12.0,Bronx County,New York,2016
16.1,Broome County,New York,2016
9.6,Cattaraugus County,New York,2016
14.9,Cayuga County,New York,2016
11.7,Chautauqua County,New York,2016
14.6,Chemung County,New York,2016
10.7,Clinton County,New York,2016
19.8,Dutchess County,New York,2016
18.8,Erie County,New York,2016
12.1,Jefferson County,New York,2016
22.0,Kings County,New York,2016
15.1,Livingston County,New York,2016
17.0,Madison County,New York,2016
21.0,Monroe County,New York,2016
24.7,Nassau County,New York,2016
31.3,New York County,New York,2016
14.4,Niagara County,New York,2016
16.4,Oneida County,New York,2016
19.7,Onondaga County,New York,2016
18.5,Ontario County,New York,2016
16.3,Orange County,New York,2016
9.7,Oswego County,New York,2016
24.2,Putnam County,New York,2016
19.5,Queens County,New York,2016
19.1,Rensselaer County,New York,2016
19.4,Richmond County,New York,2016
21.5,Rockland County,New York,2016
11.0,St. Lawrence County,New York,2016
24.1,Saratoga County,New York,2016
18.6,Schenectady County,New York,2016
11.9,Steuben County,New York,2016
19.1,Suffolk County,New York,2016
11.8,Sullivan County,New York,2016
22.4,Tompkins County,New York,2016
18.3,Ulster County,New York,2016
17.9,Warren County,New York,2016
11.9,Wayne County,New York,2016
24.1,Westchester County,New York,2016
15.1,Alamance County,North Carolina,2016
17.4,Brunswick County,North Carolina,2016
23.0,Buncombe County,North Carolina,2016
11.2,Burke County,North Carolina,2016
20.3,Cabarrus County,North Carolina,2016
9.4,Caldwell County,North Carolina,2016
14.5,Carteret County,North Carolina,2016
14.4,Catawba County,North Carolina,2016
21.7,Chatham County,North Carolina,2016
10.9,Cleveland County,North Carolina,2016
17.2,Craven County,North Carolina,2016
16.7,Cumberland County,North Carolina,2016
12.4,Davidson County,North Carolina,2016
26.1,Durham County,North Carolina,2016
21.5,Forsyth County,North Carolina,2016
15.2,Gaston County,North Carolina,2016
22.0,Guilford County,North Carolina,2016
13.2,Harnett County,North Carolina,2016
19.1,Henderson County,North Carolina,2016
19.0,Iredell County,North Carolina,2016
17.4,Johnston County,North Carolina,2016
14.6,Lincoln County,North Carolina,2016
29.8,Mecklenburg County,North Carolina,2016
23.3,Moore County,North Carolina,2016
11.6,Nash County,North Carolina,2016
26.5,New Hanover County,North Carolina,2016
13.3,Onslow County,North Carolina,2016
26.0,Orange County,North Carolina,2016
18.6,Pitt County,North Carolina,2016
11.8,Randolph County,North Carolina,2016
9.6,Robeson County,North Carolina,2016
9.6,Rockingham County,North Carolina,2016
14.9,Rowan County,North Carolina,2016
12.5,Rutherford County,North Carolina,2016
9.9,Surry County,North Carolina,2016
23.5,Union County,North Carolina,2016
33.7,Wake County,North Carolina,2016
11.7,Wayne County,North Carolina,2016
10.3,Wilkes County,North Carolina,2016
12.9,Wilson County,North Carolina,2016
12.1,Orangeburg County,South Carolina,2016
17.1,Pickens County,South Carolina,2016
23.1,Richland County,South Carolina,2016
14.3,Spartanburg County,South Carolina,2016
13.2,Sumter County,South Carolina,2016
19.9,York County,South Carolina,2016
23.0,Minnehaha County,South Dakota,2016
19.6,Pennington County,South Dakota,2016
13.2,Anderson County,Tennessee,2016
14.8,Blount County,Tennessee,2016
15.1,Bradley County,Tennessee,2016
24.9,Davidson County,Tennessee,2016
10.1,Greene County,Tennessee,2016
21.1,Hamilton County,Tennessee,2016
23.8,Knox County,Tennessee,2016
13.4,Madison County,Tennessee,2016
13.6,Maury County,Tennessee,2016
18.4,Montgomery County,Tennessee,2016
16.9,Putnam County,Tennessee,2016
13.0,Robertson County,Tennessee,2016
22.0,Rutherford County,Tennessee,2016
11.6,Sevier County,Tennessee,2016
19.2,Shelby County,Tennessee,2016
12.1,Sullivan County,Tennessee,2016
18.2,Sumner County,Tennessee,2016
19.6,Washington County,Tennessee,2016
36.9,Williamson County,Tennessee,2016
19.7,Wilson County,Tennessee,2016
10.9,Angelina County,Texas,2016
13.3,Bastrop County,Texas,2016
14.7,Bell County,Texas,2016
17.8,Bexar County,Texas,2016
14.6,Bowie County,Texas,2016
17.1,Brazoria County,Texas,2016
20.0,Brazos County,Texas,2016
12.0,Cameron County,Texas,2016
33.4,Collin County,Texas,2016
24.6,Comal County,Texas,2016
11.3,Coryell County,Texas,2016
19.5,Dallas County,Texas,2016
30.7,Denton County,Texas,2016
11.4,Ector County,Texas,2016
15.1,Ellis County,Texas,2016
14.7,El Paso County,Texas,2016
28.1,Fort Bend County,Texas,2016
18.3,Galveston County,Texas,2016
14.9,Grayson County,Texas,2016
13.9,Gregg County,Texas,2016
17.9,Guadalupe County,Texas,2016
20.0,Harris County,Texas,2016
11.9,Harrison County,Texas,2016
21.4,Hays County,Texas,2016
11.3,Henderson County,Texas,2016
12.8,Hidalgo County,Texas,2016
12.1,Hunt County,Texas,2016
12.4,Jefferson County,Texas,2016
15.0,Johnson County,Texas,2016
12.8,Kaufman County,Texas,2016
6.9,Liberty County,Texas,2016
19.5,Lubbock County,Texas,2016
13.5,McLennan County,Texas,2016
19.4,Midland County,Texas,2016
21.2,Montgomery County,Texas,2016
17.3,Nacogdoches County,Texas,2016
14.4,Nueces County,Texas,2016
12.1,Orange County,Texas,2016
14.7,Parker County,Texas,2016
9.9,Potter County,Texas,2016
21.0,Randall County,Texas,2016
25.2,Rockwall County,Texas,2016
11.0,San Patricio County,Texas,2016
17.4,Smith County,Texas,2016
20.4,Tarrant County,Texas,2016
15.2,Taylor County,Texas,2016
17.0,Tom Green County,Texas,2016
30.3,Travis County,Texas,2016
13.1,Victoria County,Texas,2016
13.7,Walker County,Texas,2016
12.3,Webb County,Texas,2016
16.1,Wichita County,Texas,2016
27.9,Williamson County,Texas,2016
27.7,Cache County,Utah,2016
25.2,Davis County,Utah,2016
21.1,Salt Lake County,Utah,2016
26.4,Utah County,Utah,2016
17.6,Washington County,Utah,2016
15.1,Weber County,Utah,2016
28.9,Chittenden County,Vermont,2016
26.3,Albemarle County,Virginia,2016
33.9,Arlington County,Virginia,2016
14.4,Augusta County,Virginia,2016
17.3,Bedford County,Virginia,2016
25.5,Chesterfield County,Virginia,2016
31.1,Fairfax County,Virginia,2016
22.2,Fauquier County,Virginia,2016
16.3,Frederick County,Virginia,2016
26.3,Hanover County,Virginia,2016
26.5,Henrico County,Virginia,2016
28.5,James City County,Virginia,2016
34.5,Loudoun County,Virginia,2016
24.3,Montgomery County,Virginia,2016
24.5,Prince William County,Virginia,2016
21.5,Roanoke County,Virginia,2016
15.5,Rockingham County,Virginia,2016
18.8,Spotsylvania County,Virginia,2016
21.4,Stafford County,Virginia,2016
25.5,York County,Virginia,2016
28.9,Alexandria city,Virginia,2016
20.5,Chesapeake city,Virginia,2016
15.6,Hampton city,Virginia,2016
19.5,Lynchburg city,Virginia,2016
17.0,Newport News city,Virginia,2016
17.9,Norfolk city,Virginia,2016
14.1,Portsmouth city,Virginia,2016
22.0,Richmond city,Virginia,2016
13.4,Roanoke city,Virginia,2016
15.9,Suffolk city,Virginia,2016
22.7,Virginia Beach city,Virginia,2016
18.2,Benton County,Washington,2016
14.5,Chelan County,Washington,2016
15.0,Clallam County,Washington,2016
19.1,Clark County,Washington,2016
10.8,Cowlitz County,Washington,2016
9.0,Franklin County,Washington,2016
11.7,Grant County,Washington,2016
12.1,Grays Harbor County,Washington,2016
17.8,Island County,Washington,2016
30.8,King County,Washington,2016
20.9,Kitsap County,Washington,2016
11.3,Lewis County,Washington,2016
25.0,Burleigh County,North Dakota,2016
29.5,Cass County,North Dakota,2016
23.4,Grand Forks County,North Dakota,2016
20.5,Ward County,North Dakota,2016
10.0,Allen County,Ohio,2016
8.2,Ashtabula County,Ohio,2016
14.1,Athens County,Ohio,2016
12.3,Belmont County,Ohio,2016
19.3,Butler County,Ohio,2016
11.6,Clark County,Ohio,2016
17.9,Clermont County,Ohio,2016
8.4,Columbiana County,Ohio,2016
18.2,Cuyahoga County,Ohio,2016
34.3,Delaware County,Ohio,2016
13.5,Erie County,Ohio,2016
17.1,Fairfield County,Ohio,2016
25.1,Franklin County,Ohio,2016
23.3,Geauga County,Ohio,2016
19.8,Greene County,Ohio,2016
21.7,Hamilton County,Ohio,2016
16.3,Hancock County,Ohio,2016
11.4,Jefferson County,Ohio,2016
17.5,Lake County,Ohio,2016
16.7,Licking County,Ohio,2016
14.9,Lorain County,Ohio,2016
16.2,Lucas County,Ohio,2016
17.1,Mahoning County,Ohio,2016
7.9,Marion County,Ohio,2016
22.6,Medina County,Ohio,2016
12.3,Miami County,Ohio,2016
16.0,Montgomery County,Ohio,2016
8.0,Muskingum County,Ohio,2016
17.5,Portage County,Ohio,2016
11.7,Richland County,Ohio,2016
10.8,Ross County,Ohio,2016
8.1,Scioto County,Ohio,2016
14.8,Stark County,Ohio,2016
20.1,Summit County,Ohio,2016
13.8,Trumbull County,Ohio,2016
11.9,Tuscarawas County,Ohio,2016
27.8,Warren County,Ohio,2016
12.7,Wayne County,Ohio,2016
19.2,Wood County,Ohio,2016
20.1,Canadian County,Oklahoma,2016
21.5,Cleveland County,Oklahoma,2016
12.3,Comanche County,Oklahoma,2016
12.1,Creek County,Oklahoma,2016
14.8,Muskogee County,Oklahoma,2016
19.9,Oklahoma County,Oklahoma,2016
18.5,Payne County,Oklahoma,2016
11.7,Pottawatomie County,Oklahoma,2016
15.9,Rogers County,Oklahoma,2016
21.1,Tulsa County,Oklahoma,2016
18.2,Wagoner County,Oklahoma,2016
29.6,Benton County,Oregon,2016
22.9,Clackamas County,Oregon,2016
20.2,Deschutes County,Oregon,2016
9.4,Douglas County,Oregon,2016
16.7,Jackson County,Oregon,2016
12.8,Josephine County,Oregon,2016
10.9,Klamath County,Oregon,2016
17.3,Lane County,Oregon,2016
14.5,Linn County,Oregon,2016
14.8,Marion County,Oregon,2016
27.3,Multnomah County,Oregon,2016
17.4,Polk County,Oregon,2016
8.2,Umatilla County,Oregon,2016
26.0,Washington County,Oregon,2016
18.4,Yamhill County,Oregon,2016
12.2,Adams County,Pennsylvania,2016
24.8,Allegheny County,Pennsylvania,2016
10.4,Armstrong County,Pennsylvania,2016
17.7,Beaver County,Pennsylvania,2016
16.1,Berks County,Pennsylvania,2016
13.1,Blair County,Pennsylvania,2016
24.0,Bucks County,Pennsylvania,2016
22.8,Butler County,Pennsylvania,2016
13.5,Cambria County,Pennsylvania,2016
11.3,Carbon County,Pennsylvania,2016
26.5,Centre County,Pennsylvania,2016
31.2,Chester County,Pennsylvania,2016
8.8,Clearfield County,Pennsylvania,2016
13.7,Columbia County,Pennsylvania,2016
12.6,Crawford County,Pennsylvania,2016
22.8,Cumberland County,Pennsylvania,2016
20.2,Dauphin County,Pennsylvania,2016
22.1,Delaware County,Pennsylvania,2016
18.4,Erie County,Pennsylvania,2016
11.5,Fayette County,Pennsylvania,2016
13.1,Franklin County,Pennsylvania,2016
12.7,Indiana County,Pennsylvania,2016
16.8,Lackawanna County,Pennsylvania,2016
16.2,Lancaster County,Pennsylvania,2016
14.4,Lawrence County,Pennsylvania,2016
13.4,Lebanon County,Pennsylvania,2016
18.2,Lehigh County,Pennsylvania,2016
14.7,Luzerne County,Pennsylvania,2016
13.8,Lycoming County,Pennsylvania,2016
12.7,Mercer County,Pennsylvania,2016
16.2,Monroe County,Pennsylvania,2016
27.5,Montgomery County,Pennsylvania,2016
18.8,Northampton County,Pennsylvania,2016
11.7,Northumberland County,Pennsylvania,2016
16.9,Philadelphia County,Pennsylvania,2016
9.7,Schuylkill County,Pennsylvania,2016
10.8,Somerset County,Pennsylvania,2016
20.0,Washington County,Pennsylvania,2016
17.8,Westmoreland County,Pennsylvania,2016
15.7,York County,Pennsylvania,2016
20.0,Kent County,Rhode Island,2016
28.3,Newport County,Rhode Island,2016
18.1,Providence County,Rhode Island,2016
25.7,Washington County,Rhode Island,2016
14.5,Aiken County,South Carolina,2016
12.8,Anderson County,South Carolina,2016
23.6,Beaufort County,South Carolina,2016
16.3,Berkeley County,South Carolina,2016
27.2,Charleston County,South Carolina,2016
10.9,Darlington County,South Carolina,2016
19.6,Dorchester County,South Carolina,2016
14.6,Florence County,South Carolina,2016
21.9,Greenville County,South Carolina,2016
16.5,Greenwood County,South Carolina,2016
15.0,Horry County,South Carolina,2016
18.1,Lancaster County,South Carolina,2016
9.4,Laurens County,South Carolina,2016
19.6,Lexington County,South Carolina,2016
14.8,Oconee County,South Carolina,2016
20.2,Kenton County,Kentucky,2016
13.1,McCracken County,Kentucky,2016
17.2,Madison County,Kentucky,2016
25.6,Oldham County,Kentucky,2016
18.4,Warren County,Kentucky,2016
15.6,Ascension Parish,Louisiana,2016
17.2,Bossier Parish,Louisiana,2016
13.4,Caddo Parish,Louisiana,2016
12.5,Calcasieu Parish,Louisiana,2016
22.1,East Baton Rouge Parish,Louisiana,2016
10.2,Iberia Parish,Louisiana,2016
17.2,Jefferson Parish,Louisiana,2016
22.6,Lafayette Parish,Louisiana,2016
11.9,Lafourche Parish,Louisiana,2016
11.4,Livingston Parish,Louisiana,2016
22.2,Orleans Parish,Louisiana,2016
13.0,Ouachita Parish,Louisiana,2016
14.0,Rapides Parish,Louisiana,2016
10.0,St. Landry Parish,Louisiana,2016
20.3,St. Tammany Parish,Louisiana,2016
14.0,Tangipahoa Parish,Louisiana,2016
11.2,Terrebonne Parish,Louisiana,2016
13.3,Androscoggin County,Maine,2016
14.3,Aroostook County,Maine,2016
27.4,Cumberland County,Maine,2016
15.0,Kennebec County,Maine,2016
16.8,Penobscot County,Maine,2016
20.0,York County,Maine,2016
9.5,Allegany County,Maryland,2016
24.8,Anne Arundel County,Maryland,2016
22.2,Baltimore County,Maryland,2016
14.0,Calvert County,Maryland,2016
22.3,Carroll County,Maryland,2016
14.4,Cecil County,Maryland,2016
14.6,Charles County,Maryland,2016
22.2,Frederick County,Maryland,2016
22.1,Harford County,Maryland,2016
29.0,Howard County,Maryland,2016
26.9,Montgomery County,Maryland,2016
17.7,Prince George's County,Maryland,2016
14.0,St. Mary's County,Maryland,2016
11.8,Washington County,Maryland,2016
14.4,Wicomico County,Maryland,2016
16.5,Baltimore city,Maryland,2016
25.6,Barnstable County,Massachusetts,2016
18.8,Berkshire County,Massachusetts,2016
18.1,Bristol County,Massachusetts,2016
22.8,Essex County,Massachusetts,2016
18.6,Franklin County,Massachusetts,2016
16.1,Hampden County,Massachusetts,2016
22.4,Hampshire County,Massachusetts,2016
27.4,Middlesex County,Massachusetts,2016
28.2,Norfolk County,Massachusetts,2016
23.3,Plymouth County,Massachusetts,2016
25.6,Suffolk County,Massachusetts,2016
21.6,Worcester County,Massachusetts,2016
14.2,Allegan County,Michigan,2016
12.4,Bay County,Michigan,2016
16.3,Berrien County,Michigan,2016
13.3,Calhoun County,Michigan,2016
19.8,Clinton County,Michigan,2016
17.5,Eaton County,Michigan,2016
12.5,Genesee County,Michigan,2016
17.9,Pierce County,Washington,2016
15.7,Skagit County,Washington,2016
21.4,Snohomish County,Washington,2016
19.4,Spokane County,Washington,2016
22.3,Thurston County,Washington,2016
21.0,Whatcom County,Washington,2016
9.6,Yakima County,Washington,2016
12.3,Berkeley County,West Virginia,2016
14.0,Cabell County,West Virginia,2016
16.4,Harrison County,West Virginia,2016
14.1,Kanawha County,West Virginia,2016
21.0,Monongalia County,West Virginia,2016
12.9,Raleigh County,West Virginia,2016
14.7,Wood County,West Virginia,2016
20.6,Brown County,Wisconsin,2016
31.1,Dane County,Wisconsin,2016
11.0,Dodge County,Wisconsin,2016
20.0,Eau Claire County,Wisconsin,2016
16.7,Fond du Lac County,Wisconsin,2016
16.7,Jefferson County,Wisconsin,2016
15.4,Kenosha County,Wisconsin,2016
22.8,La Crosse County,Wisconsin,2016
13.5,Manitowoc County,Wisconsin,2016
16.8,Marathon County,Wisconsin,2016
19.4,Milwaukee County,Wisconsin,2016
19.1,Outagamie County,Wisconsin,2016
28.2,Ozaukee County,Wisconsin,2016
22.6,Portage County,Wisconsin,2016
15.1,Racine County,Wisconsin,2016
14.3,Rock County,Wisconsin,2016
25.4,St. Croix County,Wisconsin,2016
18.8,Sheboygan County,Wisconsin,2016
18.0,Walworth County,Wisconsin,2016
21.3,Washington County,Wisconsin,2016
27.8,Waukesha County,Wisconsin,2016
20.3,Winnebago County,Wisconsin,2016
12.6,Wood County,Wisconsin,2016
17.4,Laramie County,Wyoming,2016
14.3,Natrona County,Wyoming,2016
15.2,Arecibo Municipio,Puerto Rico,2016
23.0,Caguas Municipio,Puerto Rico,2016
22.4,Carolina Municipio,Puerto Rico,2016
26.9,Guaynabo Municipio,Puerto Rico,2016
21.4,Ponce Municipio,Puerto Rico,2016
22.3,San Juan Municipio,Puerto Rico,2016
25.0,Toa Alta Municipio,Puerto Rico,2016
16.1,Toa Baja Municipio,Puerto Rico,2016
23.1,Trujillo Alto Municipio,Puerto Rico,2016
15.4,Mayagüez Municipio,Puerto Rico,2016
20.2,Bayamón Municipio,Puerto Rico,2016
19.3,United States,,2016
17.0,Berkshire County,Massachusetts,2017
18.3,Bristol County,Massachusetts,2017
24.3,Essex County,Massachusetts,2017
21.0,Franklin County,Massachusetts,2017
16.6,Hampden County,Massachusetts,2017
24.9,Hampshire County,Massachusetts,2017
27.2,Middlesex County,Massachusetts,2017
29.0,Norfolk County,Massachusetts,2017
22.1,Plymouth County,Massachusetts,2017
24.2,Suffolk County,Massachusetts,2017
22.3,Worcester County,Massachusetts,2017
15.9,Allegan County,Michigan,2017
14.2,Bay County,Michigan,2017
15.3,Berrien County,Michigan,2017
13.6,Calhoun County,Michigan,2017
18.7,Clinton County,Michigan,2017
16.0,Eaton County,Michigan,2017
13.2,Genesee County,Michigan,2017
25.4,Grand Traverse County,Michigan,2017
20.6,Ingham County,Michigan,2017
18.8,Isabella County,Michigan,2017
15.0,Jackson County,Michigan,2017
23.9,Kalamazoo County,Michigan,2017
24.2,Kent County,Michigan,2017
12.2,Lapeer County,Michigan,2017
13.8,Lenawee County,Michigan,2017
25.7,Livingston County,Michigan,2017
16.1,Macomb County,Michigan,2017
23.1,Marquette County,Michigan,2017
22.8,Midland County,Michigan,2017
10.6,Monroe County,Michigan,2017
13.9,Muskegon County,Michigan,2017
26.5,Oakland County,Michigan,2017
23.3,Ottawa County,Michigan,2017
12.6,Saginaw County,Michigan,2017
10.8,St. Clair County,Michigan,2017
9.8,Shiawassee County,Michigan,2017
14.4,Van Buren County,Michigan,2017
25.2,Washtenaw County,Michigan,2017
13.9,Wayne County,Michigan,2017
20.3,Anoka County,Minnesota,2017
24.0,Blue Earth County,Minnesota,2017
34.7,Carver County,Minnesota,2017
27.8,Dakota County,Minnesota,2017
31.3,Hennepin County,Minnesota,2017
26.3,Olmsted County,Minnesota,2017
24.9,Ramsey County,Minnesota,2017
18.2,Rice County,Minnesota,2017
20.6,St. Louis County,Minnesota,2017
28.8,Scott County,Minnesota,2017
21.4,Sherburne County,Minnesota,2017
20.5,Stearns County,Minnesota,2017
28.1,Washington County,Minnesota,2017
21.3,Wright County,Minnesota,2017
14.5,DeSoto County,Mississippi,2017
