Percent Bachelors,County,State,Year
11.4,Troup County,Georgia,2013
10.2,Walker County,Georgia,2013
14.2,Walton County,Georgia,2013
7.9,Whitfield County,Georgia,2013
18.5,Hawaii County,Hawaii,2013
21.6,Honolulu County,Hawaii,2013
16.0,Kauai County,Hawaii,2013
17.7,Maui County,Hawaii,2013
25.2,Ada County,Idaho,2013
15.9,Bannock County,Idaho,2013
19.5,Bonneville County,Idaho,2013
12.5,Canyon County,Idaho,2013
13.9,Kootenai County,Idaho,2013
12.2,Twin Falls County,Idaho,2013
13.8,Adams County,Illinois,2013
23.3,Champaign County,Illinois,2013
20.9,Cook County,Illinois,2013
21.8,DeKalb County,Illinois,2013
27.9,DuPage County,Illinois,2013
19.9,Kane County,Illinois,2013
8.4,Kankakee County,Illinois,2013
20.8,Kendall County,Illinois,2013
25.4,Lake County,Illinois,2013
10.9,LaSalle County,Illinois,2013
21.5,McHenry County,Illinois,2013
31.2,McLean County,Illinois,2013
14.3,Macon County,Illinois,2013
16.4,Madison County,Illinois,2013
20.3,Peoria County,Illinois,2013
14.7,Rock Island County,Illinois,2013
14.8,St. Clair County,Illinois,2013
21.9,Sangamon County,Illinois,2013
18.1,Tazewell County,Illinois,2013
9.2,Vermilion County,Illinois,2013
20.4,Will County,Illinois,2013
13.6,Williamson County,Illinois,2013
15.2,Winnebago County,Illinois,2013
15.9,Allen County,Indiana,2013
16.0,Bartholomew County,Indiana,2013
12.7,Clark County,Indiana,2013
14.6,Delaware County,Indiana,2013
11.4,Elkhart County,Indiana,2013
17.8,Floyd County,Indiana,2013
6.0,Grant County,Indiana,2013
37.4,Hamilton County,Indiana,2013
15.8,Hancock County,Indiana,2013
21.8,Hendricks County,Indiana,2013
12.5,Howard County,Indiana,2013
20.2,Johnson County,Indiana,2013
14.3,Kosciusko County,Indiana,2013
11.6,Lake County,Indiana,2013
10.5,LaPorte County,Indiana,2013
10.1,Madison County,Indiana,2013
17.2,Marion County,Indiana,2013
23.2,Monroe County,Indiana,2013
9.3,Morgan County,Indiana,2013
15.4,Porter County,Indiana,2013
15.8,St. Joseph County,Indiana,2013
18.2,Tippecanoe County,Indiana,2013
17.9,Vanderburgh County,Indiana,2013
15.8,Vigo County,Indiana,2013
10.9,Wayne County,Indiana,2013
13.1,Black Hawk County,Iowa,2013
31.4,Dallas County,Iowa,2013
15.5,Dubuque County,Iowa,2013
23.0,Johnson County,Iowa,2013
19.8,Linn County,Iowa,2013
24.0,Polk County,Iowa,2013
14.7,Pottawattamie County,Iowa,2013
23.9,Scott County,Iowa,2013
26.0,Story County,Iowa,2013
16.3,Woodbury County,Iowa,2013
20.3,Butler County,Kansas,2013
23.2,Douglas County,Kansas,2013
33.8,Johnson County,Kansas,2013
16.4,Leavenworth County,Kansas,2013
17.4,Riley County,Kansas,2013
20.5,Sedgwick County,Kansas,2013
20.0,Shawnee County,Kansas,2013
10.4,Wyandotte County,Kansas,2013
22.6,Boone County,Kentucky,2013
7.8,Bullitt County,Kentucky,2013
19.2,Campbell County,Kentucky,2013
9.7,Christian County,Kentucky,2013
9.6,Daviess County,Kentucky,2013
23.4,Fayette County,Kentucky,2013
14.5,Hardin County,Kentucky,2013
19.6,Jefferson County,Kentucky,2013
20.2,Kenton County,Kentucky,2013
14.0,McCracken County,Kentucky,2013
16.3,Madison County,Kentucky,2013
8.8,Pike County,Kentucky,2013
19.4,Warren County,Kentucky,2013
23.1,Ascension Parish,Louisiana,2013
19.2,Bossier Parish,Louisiana,2013
15.1,Caddo Parish,Louisiana,2013
12.4,Calcasieu Parish,Louisiana,2013
22.4,East Baton Rouge Parish,Louisiana,2013
9.4,Iberia Parish,Louisiana,2013
15.6,Jefferson Parish,Louisiana,2013
20.4,Lafayette Parish,Louisiana,2013
8.3,Lafourche Parish,Louisiana,2013
13.0,Livingston Parish,Louisiana,2013
18.7,Orleans Parish,Louisiana,2013
14.5,Ouachita Parish,Louisiana,2013
12.9,Rapides Parish,Louisiana,2013
6.0,St. Landry Parish,Louisiana,2013
18.9,St. Tammany Parish,Louisiana,2013
12.7,Tangipahoa Parish,Louisiana,2013
7.8,Terrebonne Parish,Louisiana,2013
11.3,Androscoggin County,Maine,2013
11.6,Aroostook County,Maine,2013
24.9,Cumberland County,Maine,2013
14.6,Kennebec County,Maine,2013
13.2,Penobscot County,Maine,2013
17.7,York County,Maine,2013
8.7,Allegany County,Maryland,2013
21.2,Anne Arundel County,Maryland,2013
20.2,Baltimore County,Maryland,2013
16.5,Calvert County,Maryland,2013
19.8,Carroll County,Maryland,2013
15.6,Cecil County,Maryland,2013
18.5,Charles County,Maryland,2013
26.1,Frederick County,Maryland,2013
20.9,Harford County,Maryland,2013
31.1,Howard County,Maryland,2013
24.6,Montgomery County,Maryland,2013
15.4,Prince George's County,Maryland,2013
19.4,St. Mary's County,Maryland,2013
14.7,Washington County,Maryland,2013
15.7,Wicomico County,Maryland,2013
15.1,Baltimore city,Maryland,2013
19.8,Barnstable County,Massachusetts,2013
17.8,Berkshire County,Massachusetts,2013
15.8,Bristol County,Massachusetts,2013
22.5,Essex County,Massachusetts,2013
17.5,Franklin County,Massachusetts,2013
14.9,Hampden County,Massachusetts,2013
19.9,Hampshire County,Massachusetts,2013
26.4,Middlesex County,Massachusetts,2013
25.8,Norfolk County,Massachusetts,2013
23.6,Plymouth County,Massachusetts,2013
24.3,Suffolk County,Massachusetts,2013
20.2,Worcester County,Massachusetts,2013
13.3,Allegan County,Michigan,2013
13.9,Bay County,Michigan,2013
15.8,Berrien County,Michigan,2013
15.4,Calhoun County,Michigan,2013
17.4,Clinton County,Michigan,2013
17.2,Eaton County,Michigan,2013
10.8,Genesee County,Michigan,2013
18.3,Grand Traverse County,Michigan,2013
20.5,Ingham County,Michigan,2013
17.8,Isabella County,Michigan,2013
11.7,Jackson County,Michigan,2013
20.9,Kalamazoo County,Michigan,2013
21.7,Kent County,Michigan,2013
10.9,Lapeer County,Michigan,2013
12.3,Lenawee County,Michigan,2013
23.1,Livingston County,Michigan,2013
15.6,Macomb County,Michigan,2013
17.5,Marquette County,Michigan,2013
18.3,Midland County,Michigan,2013
14.3,Monroe County,Michigan,2013
11.4,Muskegon County,Michigan,2013
25.5,Oakland County,Michigan,2013
20.7,Ottawa County,Michigan,2013
13.6,Saginaw County,Michigan,2013
11.1,St. Clair County,Michigan,2013
8.2,Shiawassee County,Michigan,2013
12.8,Van Buren County,Michigan,2013
24.7,Washtenaw County,Michigan,2013
13.4,Wayne County,Michigan,2013
19.4,Anoka County,Minnesota,2013
19.7,Blue Earth County,Minnesota,2013
33.2,Carver County,Minnesota,2013
28.1,Dakota County,Minnesota,2013
30.1,Hennepin County,Minnesota,2013
21.7,Olmsted County,Minnesota,2013
24.5,Ramsey County,Minnesota,2013
16.5,Rice County,Minnesota,2013
17.7,St. Louis County,Minnesota,2013
27.0,Scott County,Minnesota,2013
17.7,Sherburne County,Minnesota,2013
15.8,Stearns County,Minnesota,2013
25.1,Washington County,Minnesota,2013
18.8,Wright County,Minnesota,2013
15.2,DeSoto County,Mississippi,2013
14.4,Forrest County,Mississippi,2013
12.3,Harrison County,Mississippi,2013
15.4,Hinds County,Mississippi,2013
12.5,Jackson County,Mississippi,2013
9.8,Jones County,Mississippi,2013
11.8,Lauderdale County,Mississippi,2013
15.7,Lee County,Mississippi,2013
26.9,Madison County,Mississippi,2013
16.8,Rankin County,Mississippi,2013
25.2,Boone County,Missouri,2013
10.0,Buchanan County,Missouri,2013
20.7,Cape Girardeau County,Missouri,2013
18.7,Cass County,Missouri,2013
17.4,Christian County,Missouri,2013
21.3,Clay County,Missouri,2013
19.3,Cole County,Missouri,2013
16.1,Franklin County,Missouri,2013
16.7,Greene County,Missouri,2013
18.1,Jackson County,Missouri,2013
15.9,Jasper County,Missouri,2013
10.9,Jefferson County,Missouri,2013
25.4,Platte County,Missouri,2013
25.5,St. Charles County,Missouri,2013
6.4,St. Francois County,Missouri,2013
26.0,St. Louis County,Missouri,2013
19.8,St. Louis city,Missouri,2013
20.6,Cascade County,Montana,2013
20.4,Flathead County,Montana,2013
27.2,Gallatin County,Montana,2013
24.3,Lewis and Clark County,Montana,2013
22.1,Missoula County,Montana,2013
15.8,Yellowstone County,Montana,2013
23.7,Douglas County,Nebraska,2013
22.8,Lancaster County,Nebraska,2013
24.4,Sarpy County,Nebraska,2013
15.0,Clark County,Nevada,2013
18.2,Washoe County,Nevada,2013
28.4,Dane County,Wisconsin,2013
8.8,Dodge County,Wisconsin,2013
17.6,Eau Claire County,Wisconsin,2013
13.1,Fond du Lac County,Wisconsin,2013
12.9,Jefferson County,Wisconsin,2013
15.9,Kenosha County,Wisconsin,2013
18.9,La Crosse County,Wisconsin,2013
12.3,Manitowoc County,Wisconsin,2013
12.2,Marathon County,Wisconsin,2013
18.9,Milwaukee County,Wisconsin,2013
17.6,Outagamie County,Wisconsin,2013
32.2,Ozaukee County,Wisconsin,2013
17.9,Portage County,Wisconsin,2013
13.6,Racine County,Wisconsin,2013
11.1,Rock County,Wisconsin,2013
19.9,St. Croix County,Wisconsin,2013
14.1,Sheboygan County,Wisconsin,2013
16.6,Walworth County,Wisconsin,2013
19.6,Washington County,Wisconsin,2013
27.7,Waukesha County,Wisconsin,2013
17.1,Winnebago County,Wisconsin,2013
10.6,Wood County,Wisconsin,2013
18.8,Laramie County,Wyoming,2013
15.7,Natrona County,Wyoming,2013
10.5,Arecibo Municipio,Puerto Rico,2013
18.8,Caguas Municipio,Puerto Rico,2013
17.5,Carolina Municipio,Puerto Rico,2013
24.3,Guaynabo Municipio,Puerto Rico,2013
15.8,Ponce Municipio,Puerto Rico,2013
21.4,San Juan Municipio,Puerto Rico,2013
21.7,Toa Alta Municipio,Puerto Rico,2013
11.9,Toa Baja Municipio,Puerto Rico,2013
20.2,Trujillo Alto Municipio,Puerto Rico,2013
11.8,Mayagüez Municipio,Puerto Rico,2013
17.8,Bayamón Municipio,Puerto Rico,2013
18.3,United States,,2013
16.9,Penobscot County,Maine,2014
17.3,York County,Maine,2014
6.1,Allegany County,Maryland,2014
23.5,Anne Arundel County,Maryland,2014
21.5,Baltimore County,Maryland,2014
15.0,Calvert County,Maryland,2014
21.8,Carroll County,Maryland,2014
13.6,Cecil County,Maryland,2014
15.9,Charles County,Maryland,2014
23.3,Frederick County,Maryland,2014
21.2,Harford County,Maryland,2014
31.4,Howard County,Maryland,2014
25.6,Montgomery County,Maryland,2014
17.8,Prince George's County,Maryland,2014
16.5,St. Mary's County,Maryland,2014
9.7,Washington County,Maryland,2014
14.1,Wicomico County,Maryland,2014
15.6,Baltimore city,Maryland,2014
24.8,Barnstable County,Massachusetts,2014
16.9,Berkshire County,Massachusetts,2014
16.9,Bristol County,Massachusetts,2014
24.6,Essex County,Massachusetts,2014
15.2,Franklin County,Massachusetts,2014
15.5,Hampden County,Massachusetts,2014
20.1,Hampshire County,Massachusetts,2014
27.4,Middlesex County,Massachusetts,2014
29.6,Norfolk County,Massachusetts,2014
21.3,Plymouth County,Massachusetts,2014
23.5,Suffolk County,Massachusetts,2014
23.0,Worcester County,Massachusetts,2014
13.2,Allegan County,Michigan,2014
13.6,Bay County,Michigan,2014
17.6,Berrien County,Michigan,2014
15.2,Calhoun County,Michigan,2014
18.7,Clinton County,Michigan,2014
17.2,Eaton County,Michigan,2014
13.0,Genesee County,Michigan,2014
21.8,Grand Traverse County,Michigan,2014
17.9,Ingham County,Michigan,2014
15.4,Isabella County,Michigan,2014
13.6,Jackson County,Michigan,2014
20.5,Kalamazoo County,Michigan,2014
20.9,Kent County,Michigan,2014
9.4,Lapeer County,Michigan,2014
13.3,Lenawee County,Michigan,2014
23.1,Livingston County,Michigan,2014
15.5,Macomb County,Michigan,2014
15.6,Marquette County,Michigan,2014
15.7,Midland County,Michigan,2014
10.9,Monroe County,Michigan,2014
11.9,Muskegon County,Michigan,2014
25.9,Oakland County,Michigan,2014
21.4,Ottawa County,Michigan,2014
14.2,Saginaw County,Michigan,2014
12.6,St. Clair County,Michigan,2014
10.5,Shiawassee County,Michigan,2014
11.2,Van Buren County,Michigan,2014
24.6,Washtenaw County,Michigan,2014
13.5,Wayne County,Michigan,2014
18.8,Anoka County,Minnesota,2014
18.7,Blue Earth County,Minnesota,2014
32.6,Carver County,Minnesota,2014
28.5,Dakota County,Minnesota,2014
30.9,Hennepin County,Minnesota,2014
22.6,Olmsted County,Minnesota,2014
23.7,Ramsey County,Minnesota,2014
15.2,Rice County,Minnesota,2014
18.3,St. Louis County,Minnesota,2014
25.9,Scott County,Minnesota,2014
17.4,Sherburne County,Minnesota,2014
18.3,Stearns County,Minnesota,2014
26.7,Washington County,Minnesota,2014
20.3,Wright County,Minnesota,2014
13.6,DeSoto County,Mississippi,2014
12.7,Forrest County,Mississippi,2014
14.0,Harrison County,Mississippi,2014
16.4,Hinds County,Mississippi,2014
10.9,Jackson County,Mississippi,2014
12.5,Jones County,Mississippi,2014
13.4,Lauderdale County,Mississippi,2014
16.8,Lee County,Mississippi,2014
23.8,Madison County,Mississippi,2014
18.5,Rankin County,Mississippi,2014
23.7,Boone County,Missouri,2014
10.7,Buchanan County,Missouri,2014
25.2,Cape Girardeau County,Missouri,2014
16.0,Cass County,Missouri,2014
17.2,Christian County,Missouri,2014
20.5,Clay County,Missouri,2014
20.5,Cole County,Missouri,2014
9.9,Franklin County,Missouri,2014
17.4,Greene County,Missouri,2014
19.0,Jackson County,Missouri,2014
14.0,Jasper County,Missouri,2014
11.1,Jefferson County,Missouri,2014
25.5,Platte County,Missouri,2014
23.2,St. Charles County,Missouri,2014
5.4,St. Francois County,Missouri,2014
25.6,St. Louis County,Missouri,2014
18.5,St. Louis city,Missouri,2014
18.8,Cascade County,Montana,2014
18.4,Flathead County,Montana,2014
28.4,Gallatin County,Montana,2014
23.2,Lewis and Clark County,Montana,2014
24.4,Missoula County,Montana,2014
18.6,Yellowstone County,Montana,2014
24.8,Douglas County,Nebraska,2014
24.0,Lancaster County,Nebraska,2014
27.0,Sarpy County,Nebraska,2014
15.0,Clark County,Nevada,2014
19.2,Washoe County,Nevada,2014
17.6,Cheshire County,New Hampshire,2014
18.4,Grafton County,New Hampshire,2014
23.3,Hillsborough County,New Hampshire,2014
21.8,Merrimack County,New Hampshire,2014
22.9,Rockingham County,New Hampshire,2014
18.8,Strafford County,New Hampshire,2014
17.0,Atlantic County,New Jersey,2014
28.7,Bergen County,New Jersey,2014
25.3,Burlington County,New Jersey,2014
19.4,Camden County,New Jersey,2014
17.2,Cape May County,New Jersey,2014
5.3,Cumberland County,New Jersey,2014
19.5,Essex County,New Jersey,2014
19.8,Gloucester County,New Jersey,2014
24.0,Hudson County,New Jersey,2014
30.3,Hunterdon County,New Jersey,2014
19.8,Mercer County,New Jersey,2014
24.9,Middlesex County,New Jersey,2014
26.4,Monmouth County,New Jersey,2014
31.2,Morris County,New Jersey,2014
20.4,Ocean County,New Jersey,2014
19.8,Passaic County,New Jersey,2014
11.6,Salem County,New Jersey,2014
30.4,Somerset County,New Jersey,2014
20.8,Sussex County,New Jersey,2014
20.2,Union County,New Jersey,2014
16.2,Warren County,New Jersey,2014
16.8,Bernalillo County,New Mexico,2014
11.0,Chaves County,New Mexico,2014
20.0,Do?a Ana County,New Mexico,2014
7.7,Lea County,New Mexico,2014
5.2,McKinley County,New Mexico,2014
11.2,Otero County,New Mexico,2014
15.6,Sandoval County,New Mexico,2014
9.4,San Juan County,New Mexico,2014
18.1,Santa Fe County,New Mexico,2014
6.8,Valencia County,New Mexico,2014
20.4,Albany County,New York,2014
11.5,Bronx County,New York,2014
15.0,Broome County,New York,2014
12.0,Cattaraugus County,New York,2014
11.4,Cayuga County,New York,2014
11.9,Chautauqua County,New York,2014
13.6,Chemung County,New York,2014
8.2,Clinton County,New York,2014
19.4,Dutchess County,New York,2014
18.1,Erie County,New York,2014
12.1,Jefferson County,New York,2014
22.3,Kings County,New York,2014
7.9,Livingston County,New York,2014
14.2,Madison County,New York,2014
22.3,Monroe County,New York,2014
25.0,Nassau County,New York,2014
31.2,New York County,New York,2014
16.2,Niagara County,New York,2014
13.8,Oneida County,New York,2014
20.5,Onondaga County,New York,2014
14.8,Ontario County,New York,2014
16.3,Orange County,New York,2014
12.6,Oswego County,New York,2014
23.1,Putnam County,New York,2014
19.2,Queens County,New York,2014
14.1,Rensselaer County,New York,2014
19.6,Richmond County,New York,2014
24.8,Rockland County,New York,2014
12.0,St. Lawrence County,New York,2014
23.9,Saratoga County,New York,2014
18.5,Schenectady County,New York,2014
10.3,Steuben County,New York,2014
19.7,Suffolk County,New York,2014
13.5,Sullivan County,New York,2014
22.4,Tompkins County,New York,2014
17.0,Ulster County,New York,2014
14.6,Warren County,New York,2014
12.6,Wayne County,New York,2014
23.5,Westchester County,New York,2014
14.1,Alamance County,North Carolina,2014
18.1,Brunswick County,North Carolina,2014
21.9,Buncombe County,North Carolina,2014
10.3,Burke County,North Carolina,2014
19.7,Cabarrus County,North Carolina,2014
10.6,Caldwell County,North Carolina,2014
12.4,Carteret County,North Carolina,2014
12.9,Catawba County,North Carolina,2014
16.5,Chatham County,North Carolina,2014
9.8,Cleveland County,North Carolina,2014
11.2,Craven County,North Carolina,2014
13.7,Cumberland County,North Carolina,2014
11.9,Davidson County,North Carolina,2014
24.2,Durham County,North Carolina,2014
17.5,Forsyth County,North Carolina,2014
14.5,Gaston County,North Carolina,2014
21.1,Guilford County,North Carolina,2014
10.0,Harnett County,North Carolina,2014
19.8,Henderson County,North Carolina,2014
16.3,Iredell County,North Carolina,2014
13.1,Johnston County,North Carolina,2014
14.0,Lincoln County,North Carolina,2014
28.8,Mecklenburg County,North Carolina,2014
22.4,Moore County,North Carolina,2014
13.0,Nash County,North Carolina,2014
26.7,New Hanover County,North Carolina,2014
10.6,Onslow County,North Carolina,2014
23.7,Orange County,North Carolina,2014
19.0,Pitt County,North Carolina,2014
8.4,Randolph County,North Carolina,2014
8.6,Robeson County,North Carolina,2014
8.5,Rockingham County,North Carolina,2014
14.5,Rowan County,North Carolina,2014
10.2,Rutherford County,North Carolina,2014
9.3,Surry County,North Carolina,2014
24.4,Union County,North Carolina,2014
31.1,Wake County,North Carolina,2014
12.1,Wayne County,North Carolina,2014
7.5,Wilkes County,North Carolina,2014
13.8,Wilson County,North Carolina,2014
21.5,Burleigh County,North Dakota,2014
24.6,Cass County,North Dakota,2014
19.7,Grand Forks County,North Dakota,2014
15.0,Ward County,North Dakota,2014
7.6,Allen County,Ohio,2014
9.0,Ashtabula County,Ohio,2014
11.3,Belmont County,Ohio,2014
18.3,Butler County,Ohio,2014
9.7,Clark County,Ohio,2014
19.9,Clermont County,Ohio,2014
10.0,Columbiana County,Ohio,2014
18.4,Cuyahoga County,Ohio,2014
32.3,Delaware County,Ohio,2014
16.8,Erie County,Ohio,2014
19.2,Fairfield County,Ohio,2014
24.6,Franklin County,Ohio,2014
25.8,Geauga County,Ohio,2014
19.4,Greene County,Ohio,2014
21.9,Hamilton County,Ohio,2014
16.3,Hancock County,Ohio,2014
8.7,Jefferson County,Ohio,2014
16.8,Lake County,Ohio,2014
18.1,Licking County,Ohio,2014
12.3,Lorain County,Ohio,2014
16.0,Lucas County,Ohio,2014
15.3,Mahoning County,Ohio,2014
10.6,Marion County,Ohio,2014
22.9,Medina County,Ohio,2014
12.4,Miami County,Ohio,2014
7.0,Richland County,Ohio,2014
16.1,Montgomery County,Ohio,2014
11.8,Muskingum County,Ohio,2014
15.8,Portage County,Ohio,2014
12.1,Ross County,Ohio,2014
8.2,Scioto County,Ohio,2014
15.0,Stark County,Ohio,2014
20.4,Summit County,Ohio,2014
10.9,Trumbull County,Ohio,2014
9.8,Tuscarawas County,Ohio,2014
27.3,Warren County,Ohio,2014
10.0,Wayne County,Ohio,2014
19.7,Wood County,Ohio,2014
17.9,Canadian County,Oklahoma,2014
17.0,Cleveland County,Oklahoma,2014
12.7,Comanche County,Oklahoma,2014
8.9,Creek County,Oklahoma,2014
11.3,Muskogee County,Oklahoma,2014
20.2,Oklahoma County,Oklahoma,2014
16.5,Payne County,Oklahoma,2014
11.3,Pottawatomie County,Oklahoma,2014
15.2,Rogers County,Oklahoma,2014
21.5,Tulsa County,Oklahoma,2014
15.3,Wagoner County,Oklahoma,2014
26.7,Benton County,Oregon,2014
21.9,Clackamas County,Oregon,2014
20.2,Deschutes County,Oregon,2014
8.6,Douglas County,Oregon,2014
16.5,Jackson County,Oregon,2014
12.6,Josephine County,Oregon,2014
13.3,Klamath County,Oregon,2014
15.6,Lane County,Oregon,2014
12.8,Linn County,Oregon,2014
12.7,Marion County,Oregon,2014
25.9,Multnomah County,Oregon,2014
14.1,Polk County,Oregon,2014
8.8,Umatilla County,Oregon,2014
25.0,Washington County,Oregon,2014
15.9,Yamhill County,Oregon,2014
12.4,Adams County,Pennsylvania,2014
23.5,Allegheny County,Pennsylvania,2014
9.2,Armstrong County,Pennsylvania,2014
13.7,Beaver County,Pennsylvania,2014
14.4,Berks County,Pennsylvania,2014
12.0,Blair County,Pennsylvania,2014
23.1,Bucks County,Pennsylvania,2014
21.1,Butler County,Pennsylvania,2014
13.0,Cambria County,Pennsylvania,2014
8.4,Carbon County,Pennsylvania,2014
17.8,Centre County,Pennsylvania,2014
28.4,Chester County,Pennsylvania,2014
8.1,Clearfield County,Pennsylvania,2014
13.5,Columbia County,Pennsylvania,2014
12.1,Crawford County,Pennsylvania,2014
21.6,Cumberland County,Pennsylvania,2014
16.8,Dauphin County,Pennsylvania,2014
20.5,Delaware County,Pennsylvania,2014
18.5,Erie County,Pennsylvania,2014
9.5,Fayette County,Pennsylvania,2014
11.2,Franklin County,Pennsylvania,2014
12.9,Indiana County,Pennsylvania,2014
17.8,Lackawanna County,Pennsylvania,2014
16.2,Lancaster County,Pennsylvania,2014
12.5,Lawrence County,Pennsylvania,2014
15.3,Lebanon County,Pennsylvania,2014
18.1,Lehigh County,Pennsylvania,2014
13.6,Luzerne County,Pennsylvania,2014
14.5,Lycoming County,Pennsylvania,2014
15.1,Mercer County,Pennsylvania,2014
14.3,Monroe County,Pennsylvania,2014
26.2,Montgomery County,Pennsylvania,2014
18.2,Northampton County,Pennsylvania,2014
6.9,Northumberland County,Pennsylvania,2014
14.8,Philadelphia County,Pennsylvania,2014
9.6,Schuylkill County,Pennsylvania,2014
9.6,Somerset County,Pennsylvania,2014
18.3,Washington County,Pennsylvania,2014
17.4,Westmoreland County,Pennsylvania,2014
15.2,York County,Pennsylvania,2014
20.9,Kent County,Rhode Island,2014
30.3,Newport County,Rhode Island,2014
14.8,Providence County,Rhode Island,2014
24.7,Washington County,Rhode Island,2014
17.2,Aiken County,South Carolina,2014
13.3,Anderson County,South Carolina,2014
23.6,Beaufort County,South Carolina,2014
14.2,Berkeley County,South Carolina,2014
26.0,Charleston County,South Carolina,2014
9.2,Darlington County,South Carolina,2014
19.1,Dorchester County,South Carolina,2014
15.8,Florence County,South Carolina,2014
20.8,Greenville County,South Carolina,2014
16.5,Greenwood County,South Carolina,2014
15.4,Horry County,South Carolina,2014
17.5,Lancaster County,South Carolina,2014
10.4,Laurens County,South Carolina,2014
20.4,Lexington County,South Carolina,2014
13.8,Oconee County,South Carolina,2014
9.8,Orangeburg County,South Carolina,2014
12.9,Pickens County,South Carolina,2014
22.3,Richland County,South Carolina,2014
14.6,Spartanburg County,South Carolina,2014
8.9,Sumter County,South Carolina,2014
21.1,York County,South Carolina,2014
19.7,Minnehaha County,South Dakota,2014
17.1,Pennington County,South Dakota,2014
14.9,Anderson County,Tennessee,2014
17.4,Blount County,Tennessee,2014
12.7,Bradley County,Tennessee,2014
24.7,Davidson County,Tennessee,2014
7.0,Greene County,Tennessee,2014
22.4,Hamilton County,Tennessee,2014
21.7,Knox County,Tennessee,2014
19.1,Madison County,Tennessee,2014
16.8,Maury County,Tennessee,2014
15.4,Montgomery County,Tennessee,2014
12.6,Putnam County,Tennessee,2014
6.9,Robertson County,Tennessee,2014
20.8,Rutherford County,Tennessee,2014
10.1,Sevier County,Tennessee,2014
18.6,Shelby County,Tennessee,2014
14.2,Sullivan County,Tennessee,2014
19.0,Sumner County,Tennessee,2014
17.4,Washington County,Tennessee,2014
35.0,Williamson County,Tennessee,2014
19.3,Wilson County,Tennessee,2014
8.4,Angelina County,Texas,2014
13.8,Bastrop County,Texas,2014
14.0,Bell County,Texas,2014
17.4,Brazos County,Texas,2014
16.6,Bexar County,Texas,2014
9.9,Bowie County,Texas,2014
18.4,Brazoria County,Texas,2014
11.0,Cameron County,Texas,2014
19.9,Baldwin County,Alabama,2014
11.8,Calhoun County,Alabama,2014
10.6,Cullman County,Alabama,2014
9.4,DeKalb County,Alabama,2014
9.4,Elmore County,Alabama,2014
11.2,Etowah County,Alabama,2014
13.1,Houston County,Alabama,2014
17.9,Jefferson County,Alabama,2014
15.0,Lauderdale County,Alabama,2014
18.1,Lee County,Alabama,2014
15.2,Limestone County,Alabama,2014
24.7,Madison County,Alabama,2014
11.4,Marshall County,Alabama,2014
13.2,Mobile County,Alabama,2014
16.9,Montgomery County,Alabama,2014
13.8,Morgan County,Alabama,2014
12.0,St. Clair County,Alabama,2014
27.4,Shelby County,Alabama,2014
7.7,Talladega County,Alabama,2014
17.8,Tuscaloosa County,Alabama,2014
8.9,Walker County,Alabama,2014
19.5,Anchorage Municipality,Alaska,2014
20.3,Fairbanks North Star Borough,Alaska,2014
10.6,Matanuska-Susitna Borough,Alaska,2014
6.5,Apache County,Arizona,2014
8.2,Mohave County,Arizona,2014
14.6,Cochise County,Arizona,2014
20.7,Coconino County,Arizona,2014
19.6,Maricopa County,Arizona,2014
8.8,Navajo County,Arizona,2014
17.7,Pima County,Arizona,2014
10.5,Pinal County,Arizona,2014
15.1,Yavapai County,Arizona,2014
8.2,Yuma County,Arizona,2014
20.1,Benton County,Arkansas,2014
15.5,Craighead County,Arkansas,2014
17.6,Faulkner County,Arkansas,2014
12.0,Garland County,Arkansas,2014
9.2,Jefferson County,Arkansas,2014
12.0,Lonoke County,Arkansas,2014
20.3,Pulaski County,Arkansas,2014
13.1,Saline County,Arkansas,2014
13.5,Sebastian County,Arkansas,2014
18.7,Washington County,Arkansas,2014
12.2,White County,Arkansas,2014
23.7,Alameda County,California,2014
17.1,Butte County,California,2014
25.0,Contra Costa County,California,2014
21.9,El Dorado County,California,2014
12.6,Fresno County,California,2014
16.9,Humboldt County,California,2014
9.2,Imperial County,California,2014
9.6,Kern County,California,2014
7.3,Kings County,California,2014
11.8,Lake County,California,2014
19.8,Los Angeles County,California,2014
9.6,Madera County,California,2014
27.9,Marin County,California,2014
17.0,Mendocino County,California,2014
7.9,Merced County,California,2014
12.4,Monterey County,California,2014
22.5,Napa County,California,2014
20.7,Nevada County,California,2014
24.6,Orange County,California,2014
25.1,Placer County,California,2014
13.3,Riverside County,California,2014
19.4,Sacramento County,California,2014
11.1,San Bernardino County,California,2014
22.9,San Diego County,California,2014
33.1,San Francisco County,California,2014
11.1,San Joaquin County,California,2014
20.6,San Luis Obispo County,California,2014
26.6,San Mateo County,California,2014
19.5,Santa Barbara County,California,2014
26.0,Santa Clara County,California,2014
23.6,Santa Cruz County,California,2014
13.1,Shasta County,California,2014
16.6,Solano County,California,2014
21.1,Sonoma County,California,2014
11.0,Stanislaus County,California,2014
9.5,Sutter County,California,2014
7.6,Tulare County,California,2014
19.2,Ventura County,California,2014
17.7,Yolo County,California,2014
8.5,Yuba County,California,2014
13.3,Adams County,Colorado,2014
27.0,Arapahoe County,Colorado,2014
31.0,Boulder County,Colorado,2014
26.8,Denver County,Colorado,2014
39.6,Douglas County,Colorado,2014
19.9,El Paso County,Colorado,2014
26.4,Jefferson County,Colorado,2014
25.5,Larimer County,Colorado,2014
15.6,Mesa County,Colorado,2014
